Index,Nombre,Edad,Curso,Peso,Altura,Sexo asignado,Transgenero,Madre adolescente,Padre adolescente,Padres divorciados,Familia monoparental,Tratamiento psicologico padre/madre,Adiccion padre/madre,Relaciones conflictivas hijo-padre/madre,Familia reconstruida,Situacion economica familiar precaria,Estudios de la madre,Estudios del padre,Supervision parental insuficiente,Maltrato al adolescente,Duelo,Ingreso familiar mensual,Desenlace
6214,Danny Davis,20,Universidad,80.6,196.56,Mujer,No estoy seguro de ser trans,No,Si,Si,No,No,No,No,No,Si,No,Si,No,Si,No,2364,Planificacion
6215,Mariana Wilson,11,Colegio,88.24,156.46,Otro,No estoy seguro de ser trans,No,No,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,2321,Ideacion
6216,Mariana Nelson,25,Formacion Profesional,90.67,140.47,Hombre,Si,Si,No,No,No,No,Si,Si,Si,Si,No,Si,Si,No,No,3038,Planificacion
6217,Jude Rodriguez,25,Universidad,62.58,130.83,Mujer,Si,No,Si,No,Si,No,Si,Si,No,No,No,Si,Si,No,No,1321,Planificacion
6218,Tim Cook,19,Formacion Profesional,51.01,137.27,Mujer,No estoy seguro de lo que se pregunta,No,Si,Si,No,No,No,Si,Si,No,No,Si,No,Si,No,2356,Planificacion
6219,Lana Cook,21,Universidad,74.1,153.49,Hombre,No,Si,Si,Si,No,No,Si,Si,Si,No,No,Si,Si,Si,Si,3096,Comunicacion
6220,Tom Harris,21,Formacion Profesional,59.72,113.6,Hombre,No estoy seguro de ser trans,No,No,Si,No,Si,No,Si,Si,No,Si,No,No,No,Si,2688,Planificacion
6221,Fernando Bennett,17,Bachillerato,65.5,198.66,Mujer,Si,Si,No,Si,No,No,No,Si,No,Si,No,No,Si,Si,Si,3934,Planificacion
6222,Tiffany Young,11,Colegio,62.07,200.86,Otro,No estoy seguro de ser trans,Si,No,Si,Si,No,Si,No,No,Si,No,Si,No,No,Si,1059,Intencion
6223,Bertin Evans,10,Colegio,80.88,135.84,Otro,No estoy seguro de ser trans,No,No,Si,Si,No,Si,No,No,No,Si,No,Si,No,No,2740,Ideacion
6224,Rachel Sanchez,11,Colegio,80.53,162.68,Otro,No estoy seguro de ser trans,Si,No,No,Si,No,Si,No,No,No,No,Si,No,Si,No,1214,Deseo
6225,Steve Alexander,10,Colegio,88.96,172.9,Mujer,No estoy seguro de ser trans,No,Si,No,No,No,Si,No,Si,No,Si,Si,No,Si,Si,3637,Intencion
6226,Rachel Bennett,13,ESO,50.96,174.45,Hombre,No estoy seguro de ser trans,No,Si,Si,No,Si,Si,No,Si,Si,Si,No,Si,Si,Si,2005,Comunicacion
6227,Jenny Kelly,15,ESO,81.63,152.71,Otro,No,Si,Si,Si,Si,No,Si,Si,No,Si,No,No,No,No,Si,2964,Intencion
6228,Luigi Morales,22,Universidad,70.07,132.44,Mujer,No estoy seguro de ser trans,No,Si,Si,Si,Si,Si,Si,No,No,No,No,Si,No,No,2175,Finalidad
6229,Teddy Hall,20,Formacion Profesional,87.68,128.93,Mujer,No,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,Si,No,No,3518,Ideacion
6230,Mariana Cooper,17,ESO,88.72,136.83,Mujer,Si,Si,Si,No,No,Si,No,No,Si,No,No,No,No,Si,Si,1617,Deseo
6231,Luka Brown,22,Formacion Profesional,53.13,169.1,Mujer,No,Si,No,Si,No,No,No,Si,No,Si,Si,No,No,Si,No,3800,Deseo
6232,Jenny Foster,16,Bachillerato,78.62,128.68,Hombre,Si,No,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,No,3239,Ideacion
6233,Phil Garcia,12,Colegio,83.24,156.96,Mujer,No estoy seguro de ser trans,No,Si,No,No,Si,No,Si,No,No,No,No,Si,No,No,652,Finalidad
6234,Daiana Hernandez,17,ESO,62.18,159.35,Mujer,Si,Si,No,No,Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,2825,Ideacion
6235,Gero Carter,25,Formacion Profesional,76.48,197.57,Hombre,No estoy seguro de lo que se pregunta,Si,Si,No,No,Si,Si,No,No,No,Si,Si,No,Si,No,3309,Intencion
6236,Bernie Martin,22,Universidad,82.24,196.94,Otro,No estoy seguro de lo que se pregunta,No,Si,Si,Si,No,Si,No,Si,Si,No,No,No,Si,Si,3086,Planificacion
6237,Luka Price,25,Universidad,68.62,144.49,Mujer,No,No,No,No,No,Si,No,No,No,No,Si,Si,No,No,No,695,Planificacion
6238,Jenny Walker,11,Colegio,80.99,135.26,Mujer,No estoy seguro de lo que se pregunta,Si,No,No,No,Si,Si,No,No,Si,Si,No,No,Si,Si,1931,Finalidad
6239,Frederick Harris,24,Formacion Profesional,53.67,200.76,Mujer,Si,Si,No,No,Si,No,Si,Si,Si,No,No,Si,No,Si,No,1483,Comunicacion
6240,Fred Green,20,Universidad,54.72,130.21,Mujer,No,Si,Si,Si,No,Si,Si,No,Si,No,Si,Si,No,Si,Si,3239,Deseo
6241,Mary Nelson,22,Formacion Profesional,64.03,195.45,Otro,No estoy seguro de lo que se pregunta,No,No,No,No,No,Si,No,No,No,No,Si,No,Si,No,2407,Deseo
6242,Rio Hall,12,Colegio,68.4,172.18,Otro,No,No,Si,No,Si,No,No,No,No,No,No,No,Si,No,No,539,Comunicacion
6243,Charles Brooks,17,Bachillerato,83.42,193.71,Otro,No estoy seguro de ser trans,Si,No,Si,No,Si,Si,No,Si,No,No,Si,Si,No,Si,1787,Intencion
6244,Sean Murphy,19,Formacion Profesional,66.62,122.18,Mujer,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,No,Si,No,No,543,Finalidad
6245,Fernando Bryant,22,Formacion Profesional,82.35,180.75,Hombre,Si,No,No,No,No,Si,No,Si,Si,Si,No,No,No,No,Si,2575,Planificacion
6246,Duke Jones,21,Formacion Profesional,89.22,193.4,Mujer,No estoy seguro de ser trans,Si,No,No,Si,No,No,Si,No,No,Si,Si,No,Si,Si,2430,Finalidad
6247,Timothy Evans,17,Bachillerato,63.15,120.67,Otro,No estoy seguro de lo que se pregunta,Si,Si,No,Si,No,No,No,No,No,No,Si,No,Si,Si,1971,Intencion
6248,Lisa Collins,17,ESO,81.06,196.22,Mujer,No estoy seguro de lo que se pregunta,No,No,No,Si,Si,No,No,No,Si,Si,Si,No,Si,No,3343,Comunicacion
6249,Daiana Green,19,Formacion Profesional,59.52,141.19,Otro,No estoy seguro de lo que se pregunta,No,Si,Si,No,No,Si,No,Si,Si,No,No,No,Si,Si,1523,Intencion
6250,Ronnie Jones,19,Formacion Profesional,50.19,186.31,Otro,No estoy seguro de lo que se pregunta,No,Si,No,No,Si,No,Si,No,No,Si,No,Si,No,Si,2257,Ideacion
6251,Ted Clark,23,Formacion Profesional,63.9,144.42,Mujer,No estoy seguro de lo que se pregunta,Si,Si,Si,No,Si,Si,No,Si,No,Si,Si,Si,No,Si,402,Comunicacion
6252,Davidson Gray,10,Colegio,75.42,188.93,Hombre,No estoy seguro de ser trans,No,No,Si,Si,Si,No,No,Si,No,Si,Si,Si,No,Si,603,Deseo
6253,Frederick Green,10,Colegio,60.43,122.16,Otro,No,Si,No,No,Si,No,No,No,No,No,Si,Si,No,No,No,1492,Planificacion
6254,Lucas Lewis,11,Colegio,56.09,145.69,Hombre,No estoy seguro de lo que se pregunta,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,910,Ideacion
6255,Duke Jackson,22,Universidad,75.98,130.31,Mujer,No,No,Si,Si,Si,No,Si,Si,Si,Si,No,No,Si,No,Si,3417,Finalidad
6256,Tim Bell,21,Formacion Profesional,51.43,112.98,Hombre,No estoy seguro de ser trans,No,No,No,Si,Si,No,No,Si,Si,Si,Si,Si,Si,No,1790,Intencion
6257,Fikayo Harris,22,Universidad,50.04,167.19,Otro,No estoy seguro de ser trans,No,Si,Si,No,Si,No,No,Si,Si,No,No,Si,Si,No,2963,Comunicacion
6258,Geronimo Rodriguez,13,Colegio,55.63,144.9,Otro,No estoy seguro de lo que se pregunta,No,Si,No,No,Si,Si,Si,Si,No,No,No,Si,Si,Si,664,Ideacion
6259,Jordan Foster,15,ESO,75.47,136.68,Mujer,No estoy seguro de ser trans,Si,No,Si,Si,No,Si,No,Si,Si,No,No,Si,Si,No,1068,Ideacion
6260,Larry Carter,12,ESO,88.7,142.71,Mujer,No estoy seguro de lo que se pregunta,No,No,No,No,Si,Si,No,Si,Si,No,Si,Si,Si,No,1987,Planificacion
6261,Zara Fisher,16,ESO,55.38,139.13,Otro,No,Si,Si,Si,Si,Si,No,No,Si,Si,Si,Si,No,No,No,3459,Finalidad
6262,Danny Nelson,25,Formacion Profesional,87.45,154.28,Mujer,No,No,No,No,No,No,No,Si,Si,Si,No,Si,No,No,No,3851,Finalidad
6263,Adebayo Carter,14,ESO,73.13,122.7,Mujer,Si,No,No,Si,Si,Si,Si,No,Si,Si,No,Si,Si,No,No,2124,Planificacion
6264,Mike Thomas,13,Colegio,51.27,165.68,Otro,No estoy seguro de lo que se pregunta,No,Si,No,No,Si,No,No,Si,Si,Si,No,No,No,No,3434,Ideacion
6265,Lisa King,18,Formacion Profesional,61.93,146.3,Hombre,No estoy seguro de lo que se pregunta,No,No,Si,Si,No,No,Si,No,No,No,Si,Si,No,Si,3025,Comunicacion
6266,Teddy Nelson,20,Formacion Profesional,61.04,129.04,Otro,No,Si,No,No,Si,Si,No,Si,No,No,No,Si,Si,Si,Si,995,Finalidad
6267,Peter Baker,13,ESO,62.06,116.25,Mujer,No,No,Si,No,Si,No,Si,No,No,No,Si,No,Si,Si,Si,3482,Finalidad
6268,Ernest Baker,23,Universidad,87.92,196.16,Hombre,No,Si,No,Si,No,Si,Si,No,Si,No,No,Si,Si,Si,No,3995,Deseo
6269,Davidson Green,21,Universidad,54.15,157.82,Mujer,No estoy seguro de ser trans,No,Si,No,Si,No,No,Si,No,Si,Si,No,Si,No,No,2789,Comunicacion
6270,Luke Evans,13,Colegio,70.7,160.1,Mujer,Si,No,No,No,Si,Si,No,Si,Si,No,No,Si,Si,Si,No,2945,Deseo
6271,Luka Lewis,17,ESO,59.93,132.86,Mujer,No estoy seguro de lo que se pregunta,Si,No,No,Si,Si,Si,No,No,No,No,Si,No,Si,Si,2443,Comunicacion
6272,Davidson Rodriguez,17,Bachillerato,85.16,174.16,Mujer,No estoy seguro de ser trans,No,No,No,Si,Si,Si,No,No,No,No,Si,No,Si,No,2258,Comunicacion
6273,Lana Ramsey,10,Colegio,56.47,174.43,Hombre,Si,Si,Si,Si,No,No,No,No,Si,No,No,No,Si,Si,Si,828,Comunicacion
6274,Jenny Diaz,24,Universidad,73.41,146.38,Otro,No estoy seguro de lo que se pregunta,Si,No,No,No,No,Si,No,Si,Si,Si,No,Si,Si,Si,3210,Deseo
6275,Jude Young,25,Formacion Profesional,80.28,157.59,Otro,No estoy seguro de ser trans,Si,Si,No,Si,No,No,Si,Si,Si,Si,No,No,No,Si,3162,Planificacion
6276,Luca Gutierrez,16,Bachillerato,69.07,149.25,Otro,No estoy seguro de lo que se pregunta,Si,No,Si,Si,No,Si,Si,Si,Si,No,No,Si,No,Si,1478,Intencion
6277,Domi Perez,19,Formacion Profesional,72.14,172.63,Mujer,No estoy seguro de lo que se pregunta,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,No,Si,Si,No,1535,Comunicacion
6278,Daisy Rodriguez,24,Universidad,85.99,163.89,Mujer,No estoy seguro de lo que se pregunta,Si,No,Si,No,Si,No,No,No,Si,No,Si,No,No,Si,3221,Finalidad
6279,Paul Hall,25,Formacion Profesional,71.96,147.38,Otro,No estoy seguro de lo que se pregunta,No,Si,No,No,No,No,No,No,No,Si,No,No,Si,Si,2128,Planificacion
6280,Marcus Adams,23,Universidad,88.58,166.45,Hombre,No estoy seguro de ser trans,No,Si,No,Si,No,No,No,Si,No,No,No,Si,Si,No,2485,Intencion
6281,Cristian Evans,16,ESO,85.25,180.67,Mujer,No estoy seguro de ser trans,No,No,No,No,Si,Si,No,Si,No,No,Si,No,Si,Si,3939,Comunicacion
6282,Teddy Green,20,Universidad,90.61,117.62,Mujer,No estoy seguro de ser trans,No,Si,No,Si,No,Si,Si,Si,No,Si,No,No,No,Si,1748,Deseo
6283,Ferdinand Garcia,24,Formacion Profesional,79.15,184.96,Mujer,No estoy seguro de lo que se pregunta,Si,No,Si,No,Si,Si,Si,No,Si,Si,Si,Si,Si,No,1155,Finalidad
6284,Lisa Taylor,23,Universidad,86.57,138.01,Mujer,No,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,No,2480,Planificacion
6285,John Russell,19,Universidad,76.15,110.28,Mujer,Si,No,Si,No,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,3617,Planificacion
6286,Ronnie Johnson,24,Universidad,52.73,114.08,Mujer,Si,Si,No,Si,Si,No,Si,No,Si,Si,Si,Si,No,Si,No,561,Comunicacion
6287,Johnny Ramos,20,Universidad,53.87,111.74,Otro,No estoy seguro de ser trans,Si,No,No,Si,No,Si,No,Si,No,No,Si,Si,No,No,1869,Ideacion
6288,Lucas Kelly,25,Formacion Profesional,53.17,115.19,Otro,No estoy seguro de ser trans,No,Si,No,No,Si,No,No,Si,No,No,No,Si,Si,Si,3178,Comunicacion
6289,Cristian Fisher,21,Universidad,68.17,174.39,Hombre,No,No,No,Si,No,Si,Si,Si,No,Si,No,Si,Si,No,No,2010,Ideacion
6290,Robert Evans,11,Colegio,65.88,161.49,Mujer,No estoy seguro de ser trans,Si,Si,No,No,Si,Si,Si,Si,No,Si,No,Si,No,No,2390,Planificacion
6291,Duke Bryant,17,ESO,50.26,194.07,Otro,Si,Si,No,Si,Si,No,No,No,No,No,Si,No,Si,No,No,3964,Finalidad
6292,Declan Evans,19,Formacion Profesional,65.15,119.91,Hombre,No estoy seguro de lo que se pregunta,No,Si,Si,No,Si,No,No,Si,No,No,No,Si,No,Si,2309,Planificacion
6293,Nemo Morales,11,Colegio,60.73,110.08,Otro,No estoy seguro de ser trans,Si,No,No,No,Si,Si,No,Si,Si,Si,No,No,No,No,2197,Intencion
6294,Amelia Cook,20,Universidad,52.75,188.1,Mujer,No,No,Si,No,No,No,Si,No,No,No,Si,No,Si,No,No,1829,Finalidad
6295,Ernest Bennett,18,Universidad,58.73,116.4,Mujer,Si,No,No,Si,Si,Si,No,No,No,No,No,Si,No,No,No,2410,Deseo
6296,Nemo Cooper,13,Colegio,69.49,173.49,Otro,No,No,Si,No,Si,No,Si,No,Si,No,Si,Si,No,No,No,1284,Ideacion
6297,Bernie Anderson,23,Universidad,79.72,119.67,Otro,No,No,Si,Si,Si,Si,No,Si,Si,No,No,Si,No,Si,No,2714,Finalidad
6298,Nemo Sanders,14,ESO,65.69,156.53,Otro,Si,No,No,Si,Si,No,No,Si,Si,No,No,Si,No,Si,No,609,Comunicacion
6299,Kyle Fisher,14,ESO,57.06,191.6,Hombre,No estoy seguro de ser trans,Si,No,Si,Si,No,No,No,No,Si,No,No,No,Si,Si,1263,Comunicacion
6300,Jenny Carter,22,Formacion Profesional,77.15,174.53,Otro,No estoy seguro de ser trans,No,No,No,Si,Si,No,Si,Si,Si,No,Si,No,Si,Si,887,Ideacion
6301,Teddy Gutierrez,18,Formacion Profesional,59.42,133.01,Mujer,Si,Si,No,Si,Si,No,Si,Si,Si,No,No,No,Si,No,Si,887,Intencion
6302,Nemo Moore,21,Universidad,64.16,158.07,Otro,No estoy seguro de ser trans,No,No,No,No,Si,Si,No,Si,Si,No,No,Si,No,Si,703,Planificacion
6303,Frank Foster,18,Universidad,62.06,152.69,Mujer,No estoy seguro de ser trans,No,No,Si,Si,Si,Si,Si,No,Si,No,Si,Si,Si,No,2037,Planificacion
6304,Morgan Johnson,17,ESO,81.29,193.86,Mujer,No estoy seguro de ser trans,No,Si,Si,No,Si,Si,No,Si,Si,Si,No,No,Si,No,3898,Finalidad
6305,Lisa Collins,17,Bachillerato,81.79,185.05,Mujer,No estoy seguro de lo que se pregunta,Si,No,Si,No,No,Si,Si,No,No,Si,No,Si,Si,Si,930,Ideacion
6306,Rio Lee,20,Universidad,62.47,146.24,Hombre,Si,No,Si,No,Si,Si,No,No,No,Si,Si,Si,No,No,Si,2167,Finalidad
6307,Jude Gonzalez,16,ESO,81.23,132.62,Otro,No estoy seguro de lo que se pregunta,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,No,Si,No,1552,Planificacion
6308,Kyle Fisher,17,Bachillerato,66.98,121.42,Hombre,No estoy seguro de ser trans,No,Si,No,Si,Si,Si,Si,No,Si,Si,No,Si,Si,Si,2583,Intencion
6309,Penny Taylor,22,Universidad,80.37,179.67,Mujer,No estoy seguro de lo que se pregunta,Si,No,Si,No,Si,Si,No,Si,Si,No,Si,No,No,No,1518,Comunicacion
6310,Paul Kelly,20,Universidad,90.25,150.03,Hombre,No estoy seguro de ser trans,No,Si,Si,Si,Si,No,No,Si,Si,No,No,No,Si,Si,2949,Deseo
6311,Luke Barnes,17,Bachillerato,77.08,163.25,Otro,No estoy seguro de ser trans,Si,Si,No,Si,No,No,Si,Si,Si,No,No,No,Si,No,3875,Deseo
6312,Veronica Nelson,18,Formacion Profesional,52.53,187.73,Mujer,No estoy seguro de lo que se pregunta,Si,No,Si,No,Si,No,Si,No,Si,Si,Si,No,Si,No,929,Comunicacion
6313,Maxwell Cook,24,Formacion Profesional,72.84,200.75,Mujer,No estoy seguro de ser trans,No,Si,Si,Si,No,Si,No,Si,Si,Si,Si,No,No,No,2822,Planificacion
6314,Declan Morales,17,ESO,82.43,132.76,Mujer,Si,Si,Si,Si,Si,No,No,Si,No,Si,No,Si,No,No,No,1984,Planificacion
6315,Mary Stewart,22,Universidad,88.17,141.31,Otro,No,No,No,No,Si,Si,Si,No,No,Si,No,No,Si,Si,Si,909,Intencion
6316,Lewis King,17,Bachillerato,66.88,142.8,Mujer,No,No,No,No,No,No,Si,Si,Si,Si,Si,No,Si,No,No,2872,Deseo
6317,Frank Fisher,18,Formacion Profesional,66.22,125.69,Mujer,Si,Si,Si,No,No,No,No,Si,No,No,Si,No,Si,Si,No,3333,Deseo
6318,Bernie Jackson,23,Formacion Profesional,77.62,159.26,Hombre,No estoy seguro de ser trans,Si,No,Si,Si,No,Si,No,Si,No,Si,No,No,No,Si,1750,Intencion
6319,Zara Barnes,21,Formacion Profesional,83.44,177.31,Otro,Si,No,Si,Si,No,No,No,Si,Si,No,Si,Si,Si,No,Si,3958,Deseo
6320,Rio Johnson,13,ESO,84.03,158.61,Otro,No,Si,Si,Si,No,Si,Si,Si,No,No,Si,Si,Si,Si,No,3209,Ideacion
6321,Luke Jackson,13,ESO,65.65,188.16,Otro,No estoy seguro de ser trans,Si,Si,No,No,Si,Si,No,Si,No,No,Si,Si,Si,No,1746,Intencion
6322,Charles Baker,17,Bachillerato,50.22,182.81,Otro,No estoy seguro de ser trans,No,Si,No,Si,No,No,No,Si,No,No,Si,No,No,Si,1269,Planificacion
6323,Ollie Wilson,13,ESO,86.91,192.59,Mujer,No estoy seguro de ser trans,No,No,No,No,No,No,Si,Si,Si,No,No,No,Si,No,750,Intencion
6324,Dean Hernandez,17,ESO,68.44,153.12,Mujer,No estoy seguro de lo que se pregunta,Si,Si,Si,No,No,Si,Si,Si,No,Si,Si,No,No,No,839,Finalidad
6325,Wes James,20,Formacion Profesional,52.42,136.57,Mujer,No,No,No,Si,Si,Si,Si,No,Si,Si,Si,No,No,No,Si,3002,Ideacion
6326,Dominic Gray,16,Bachillerato,71.86,150.74,Hombre,Si,Si,No,No,No,No,No,Si,Si,Si,Si,Si,Si,No,No,2353,Ideacion
6327,Frederick Garcia,10,Colegio,74.85,165.12,Mujer,No estoy seguro de ser trans,No,No,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,No,2410,Finalidad
6328,Lewis Hall,13,Colegio,77.19,158.03,Mujer,No estoy seguro de ser trans,No,Si,No,No,No,Si,Si,Si,Si,Si,Si,No,No,No,1238,Finalidad
6329,Penny Hall,15,ESO,64.29,174.68,Otro,Si,No,No,Si,No,Si,Si,No,Si,No,Si,No,No,Si,Si,1349,Planificacion
6330,Daisy Cook,10,Colegio,57.27,138.54,Hombre,Si,Si,No,Si,No,Si,Si,Si,No,Si,No,No,Si,No,Si,1605,Finalidad
6331,Luke Clark,13,ESO,89.07,138.91,Hombre,No estoy seguro de ser trans,No,Si,Si,Si,No,No,Si,Si,No,No,No,No,No,Si,3471,Planificacion
6332,Ernest Barnes,14,ESO,85.25,139.46,Hombre,No estoy seguro de ser trans,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,3260,Ideacion
6333,Max Williams,17,ESO,56.73,119.99,Otro,No estoy seguro de ser trans,No,Si,Si,No,Si,No,Si,Si,No,No,No,Si,Si,No,2679,Finalidad
6334,Ernest Smith,25,Formacion Profesional,66.06,189.32,Mujer,Si,No,No,Si,No,Si,No,Si,No,No,Si,No,Si,Si,No,3860,Ideacion
6335,Marcos Wood,19,Formacion Profesional,82.03,162.05,Mujer,No estoy seguro de ser trans,Si,Si,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,2884,Deseo
6336,Robert Murphy,19,Universidad,59.93,160.53,Hombre,No estoy seguro de ser trans,No,No,No,No,Si,No,Si,No,Si,No,No,Si,No,Si,1733,Ideacion
6337,Landon Gray,14,ESO,55.3,189.17,Hombre,No,No,No,Si,Si,No,Si,Si,Si,Si,No,Si,Si,Si,No,3238,Finalidad
6338,John Gutierrez,12,ESO,75.79,149.69,Hombre,No estoy seguro de ser trans,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,No,2044,Intencion
6339,Jack Walker,23,Formacion Profesional,67.98,195.31,Mujer,Si,Si,No,Si,No,No,No,Si,No,No,Si,Si,No,Si,No,1906,Intencion
6340,Tadeo Alexander,10,Colegio,84.59,185.2,Hombre,Si,Si,Si,No,Si,No,Si,No,Si,No,Si,Si,Si,Si,Si,1492,Deseo
6341,Gero Nelson,20,Formacion Profesional,70.11,188.71,Otro,Si,No,No,No,Si,Si,Si,No,No,Si,No,Si,No,Si,No,1173,Intencion
6342,Frank Bell,11,Colegio,83.11,138.62,Hombre,Si,No,No,No,No,No,No,No,No,Si,Si,Si,No,No,No,1511,Comunicacion
6343,Daiana Green,23,Formacion Profesional,78.1,187.45,Hombre,No estoy seguro de ser trans,Si,Si,No,Si,No,No,No,No,Si,No,No,Si,Si,Si,2668,Comunicacion
6344,Dean Hill,12,Colegio,62.89,184.74,Mujer,No,Si,Si,No,Si,Si,Si,No,No,No,Si,No,No,Si,Si,1114,Intencion
6345,Johnny Wood,20,Universidad,77.56,169.91,Mujer,No estoy seguro de ser trans,Si,Si,No,Si,No,Si,Si,Si,No,Si,Si,No,Si,No,1907,Comunicacion
6346,Yui Taylor,13,Colegio,54.79,148.84,Otro,No,No,No,Si,No,No,Si,No,Si,Si,No,Si,Si,Si,No,489,Planificacion
6347,Mary Cook,19,Formacion Profesional,74.15,150.32,Hombre,No estoy seguro de lo que se pregunta,No,Si,Si,No,No,No,No,Si,No,Si,Si,Si,No,Si,2180,Comunicacion
6348,Tiffany Moore,11,Colegio,71.33,147.17,Otro,Si,Si,No,No,No,No,No,Si,Si,Si,Si,No,No,Si,Si,3227,Deseo
6349,Davidson Gonzalez,16,ESO,85.18,124.58,Hombre,No estoy seguro de ser trans,No,Si,No,No,No,No,No,Si,Si,Si,Si,No,No,No,2210,Comunicacion
6350,Steve Gomez,18,Bachillerato,66.29,159.99,Hombre,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Si,No,Si,2644,Planificacion
6351,Phil Fernandez,10,Colegio,89.6,194.41,Otro,No,No,No,No,Si,No,No,Si,Si,Si,Si,No,No,Si,Si,3253,Ideacion
6352,Cindy Bryant,10,Colegio,72.53,154.03,Hombre,No estoy seguro de ser trans,No,No,Si,Si,Si,No,No,No,Si,Si,Si,No,Si,No,3239,Comunicacion
6353,Kenny Scott,16,Bachillerato,82.33,172.0,Otro,Si,Si,Si,No,Si,Si,No,No,Si,No,No,Si,Si,Si,No,3744,Planificacion
6354,Penny Smith,10,Colegio,58.82,131.89,Mujer,No estoy seguro de lo que se pregunta,No,Si,Si,No,No,Si,No,No,Si,No,Si,No,No,Si,1265,Planificacion
6355,Luka Parker,13,Colegio,85.73,186.41,Hombre,No estoy seguro de ser trans,No,Si,No,Si,No,Si,No,Si,No,No,No,No,No,Si,2491,Finalidad
6356,Yui Williams,18,Formacion Profesional,85.03,159.13,Mujer,No,Si,No,Si,Si,No,Si,No,No,Si,No,Si,Si,Si,Si,2605,Finalidad
6357,Jordan Lopez,12,ESO,66.85,181.76,Hombre,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,Si,1290,Deseo
6358,Osborn Allen,13,ESO,82.55,154.45,Otro,No estoy seguro de ser trans,No,Si,No,No,No,Si,Si,No,Si,Si,No,No,Si,Si,1376,Ideacion
6359,Richard Russell,24,Universidad,81.84,179.45,Otro,Si,No,No,No,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Si,2601,Finalidad
6360,David Thomas,16,ESO,74.32,119.46,Mujer,No,No,No,Si,No,Si,Si,No,No,No,Si,Si,Si,Si,No,945,Finalidad
6361,Paul Kelly,16,Bachillerato,86.82,164.51,Otro,No estoy seguro de lo que se pregunta,No,No,No,No,Si,Si,No,No,Si,No,No,No,Si,No,3014,Intencion
6362,Cristian Anderson,12,Colegio,56.89,187.15,Mujer,Si,No,Si,Si,No,Si,No,No,No,No,Si,No,No,Si,No,1427,Finalidad
6363,Jeffrey Alexander,18,Bachillerato,55.99,190.97,Mujer,No estoy seguro de ser trans,No,Si,No,Si,Si,Si,Si,No,No,No,Si,Si,Si,Si,2341,Deseo
6364,Andrew Moore,23,Universidad,54.74,140.05,Mujer,No estoy seguro de lo que se pregunta,No,No,Si,Si,Si,No,No,No,Si,Si,No,Si,Si,No,894,Comunicacion
6365,Fernand Moore,14,ESO,83.99,165.85,Hombre,No,No,Si,Si,No,Si,Si,Si,Si,Si,Si,No,Si,No,No,2236,Deseo
6366,Steve Russell,20,Formacion Profesional,52.51,197.36,Hombre,No estoy seguro de lo que se pregunta,No,Si,Si,Si,Si,No,No,No,Si,No,Si,No,Si,Si,1381,Finalidad
6367,Danny Harris,24,Formacion Profesional,81.4,199.12,Mujer,No estoy seguro de lo que se pregunta,Si,Si,No,No,Si,No,No,Si,Si,Si,No,No,Si,Si,1150,Planificacion
6368,Ada Perez,15,ESO,76.04,136.48,Mujer,Si,No,No,Si,Si,No,No,No,No,Si,Si,No,Si,No,Si,518,Comunicacion
6369,Jeff Harris,25,Universidad,70.79,175.19,Mujer,No,No,Si,No,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,3907,Finalidad
6370,Daniel Taylor,11,Colegio,75.7,182.48,Otro,Si,No,No,No,No,No,No,No,Si,Si,Si,No,Si,Si,Si,3097,Comunicacion
6371,Teddy James,24,Formacion Profesional,88.36,114.91,Otro,No estoy seguro de lo que se pregunta,No,Si,No,No,Si,No,No,Si,Si,Si,Si,No,Si,No,746,Finalidad
6372,Morgan Barnes,10,Colegio,85.98,149.72,Hombre,No estoy seguro de ser trans,Si,Si,Si,No,No,No,Si,No,No,No,No,No,Si,No,657,Ideacion
6373,Kenny Smith,16,ESO,74.18,126.38,Hombre,No,No,Si,No,No,No,Si,Si,No,Si,No,Si,No,Si,Si,3223,Deseo
6374,Timothy Hill,14,ESO,58.57,141.08,Otro,No,Si,No,No,Si,Si,Si,Si,No,Si,No,No,No,Si,No,1707,Deseo
6375,Dominic Adams,11,Colegio,55.47,160.66,Mujer,No estoy seguro de ser trans,Si,Si,Si,No,Si,Si,No,Si,No,No,No,Si,Si,No,1911,Finalidad
